"","ksat","ndvi_mean_years","ndvi_years_range","ndvi_mean_summer","ndvi_summer_range","mean_slope","sd_slope","median_slope","q5_slope","q95_slope","mean_aspect","sd_aspect","median_aspect","q5_aspect","q95_aspect","mean_twi","sd_twi","median_twi","q5_twi","q95_twi","dem1k","tm_1","tm_2","tm_3","tm_4","tm_5","tm_6","tm_7","tm_8","tm_9","tm_10","tm_11","tm_12","rr_mean","rr_range","soil_unit.1","soil_unit.2","soil_unit.3","soil_unit.4","soil_unit.5","soil_unit.6","soil_unit.7","soil_unit.10","landcover.11","landcover.12","landcover.31","landcover.60","landcover.91","landcover.93","landcover.122","landcover.125","landcover.126","lithology.6","lithology.18","DEPTH"
"73",690.9115806,0.552373946,0.139734805,0.649137676,0.154607713,0.091142364,0.086818069,0.062674895,0.014037321,0.287170529,2.851640224,1.653384924,2.887535095,0.327697456,5.700258732,7.440344334,0.839746773,7.593250275,6.045122623,8.538277626,510.4466553,-2.483952999,-0.897747755,3.063176632,7.882316589,12.50902176,15.88016987,17.64827728,17.39084244,13.26802254,8.195926666,2.861582041,-1.158119202,601.8745728,492.8999939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"74",1127,0.590725839,0.189123094,0.682785332,0.171607673,0.033019684,0.05495844,0.017426059,0.005112719,0.102237463,2.725333452,1.397116184,2.492958069,0.823507488,5.694332123,8.385474205,0.852561891,8.646558762,6.462285995,9.253840446,523.0841064,-2.533515692,-0.960392892,2.986878157,7.794745922,12.41971016,15.7888422,17.55401802,17.30262375,13.19014168,8.140104294,2.798248529,-1.212985277,598.1677856,483.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10
"75",480.783745,0.48684144,0.181576937,0.576230466,0.19644618,0.033575345,0.030484082,0.023940828,0.005115886,0.096569769,2.367256641,1.63882494,2.07567668,0.325379252,5.477058411,8.506368637,0.83111912,8.438152313,7.040772915,9.819518089,505.4161072,-2.468425512,-0.872335553,3.096910954,7.926751614,12.55041027,15.92508507,17.6950798,17.43791771,13.30624294,8.221815109,2.884717464,-1.143903732,594.2017212,474.3000183,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,10
"76",1120.692128,0.61360085,0.118815899,0.70050925,0.173384607,0.058907878,0.049135454,0.044022195,0.017666319,0.14844498,1.993141532,1.57803905,1.791195631,0.172334403,5.992242813,7.404479504,0.571684301,7.5033741,6.524283409,8.210128784,466.8321533,-2.369710207,-0.73635304,3.264270067,8.129209518,12.75598717,16.14293861,17.91850853,17.65492058,13.48855972,8.348688126,3.020084858,-1.034554362,585.5847778,450.7000122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"77",130.8000031,0.526030123,0.163371176,0.600588322,0.194043934,0.076668881,0.053225111,0.066612184,0.014494019,0.173103064,2.500737906,1.546828389,3.202985764,0.246084675,4.426559448,7.439376831,0.793834865,7.362747192,6.15819931,8.801465988,487.6079102,-2.427474022,-0.809135258,3.17709136,8.029604912,12.65511227,16.03457642,17.80817413,17.54934502,13.40011311,8.282996178,2.94466114,-1.097730994,583.4949341,432.8000183,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10
"78",417,0.484558463,0.195646167,0.566005468,0.24683845,0.072986431,0.066996388,0.054697774,0.007798082,0.222094789,2.81160903,1.187860727,2.992292881,0.872792542,4.538599491,7.162542343,0.765619993,7.254213333,5.86245966,8.28959465,490.7172241,-2.435101271,-0.817737162,3.166921854,8.017825127,12.64152527,16.02053642,17.79505157,17.53821754,13.38937855,8.275314331,2.933954954,-1.106889009,587.2966309,424.7999878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10
"79",768.2244073,0.590242982,0.15004617,0.670842111,0.13816154,0.109174982,0.101192854,0.079141214,0.006952136,0.315836996,2.352887869,1.517403364,2.472800255,0.299551934,5.109154701,6.554576397,0.764353096,6.519878387,5.320598602,7.810537815,458.0554504,-2.353608608,-0.709890842,3.298633099,8.174209595,12.8003006,16.18771172,17.96703148,17.70287132,13.53056526,8.376708984,3.043051004,-1.018398046,587.3864746,422.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
"80",450.7012503,0.532609224,0.234658271,0.597447395,0.322492301,0.11741773,0.1201628,0.071700439,0.01014242,0.393775851,3.523967981,1.874994993,3.698482037,0.128672212,6.150141239,6.50615406,0.916291118,6.615237713,4.874613762,7.948607922,498.6700439,-2.462465763,-0.85276258,3.127091408,7.974209309,12.59696579,15.97293854,17.74835968,17.49398613,13.35209084,8.246829033,2.89672327,-1.138409019,588.2559204,418.5000305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10
"81",265.4249878,0.496051759,0.17781347,0.571321726,0.233649492,0.055769924,0.035820685,0.049119804,0.016003212,0.118493959,1.953318,1.361463904,1.435144186,0.490285963,4.395483017,7.620005608,0.76410383,7.712209225,6.220792294,8.608804703,489.1629028,-2.446364164,-0.825783789,3.161208391,8.018220901,12.64174461,16.01912498,17.79778671,17.54166222,13.39110184,8.271787643,2.923615932,-1.118042707,593.3220215,420.5000305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"82",807.2841321,0.599649012,0.119617283,0.676349938,0.166814327,0.123120405,0.097888239,0.096392334,0.024609514,0.361594945,3.697531939,1.839478135,3.968818903,0.151494548,6.129784107,6.498072624,0.940299034,6.342518806,5.194916248,8.116783142,509.8304443,-2.493985891,-0.887818336,3.085702658,7.931186676,12.55303478,15.92799473,17.70442963,17.45281601,13.31412411,8.217058182,2.860254288,-1.170639753,595.1762695,419.8999939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"83",425.2516959,0.477270246,0.173200011,0.550011694,0.288230747,0.061494153,0.024028383,0.061422594,0.025092067,0.103489399,2.072468519,2.116292238,0.837830067,0.230953425,6.014481068,6.104008198,0.600921988,6.014659882,5.300240993,7.157087326,514.0582886,-2.495106697,-0.887569964,3.087588787,7.935480595,12.55710793,15.93090439,17.70869446,17.4579277,13.31822109,8.218616486,2.859858751,-1.17318213,596.1898193,419.3000183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"84",348,0.483611315,0.236370027,0.56602639,0.308469176,0.051651448,0.033596803,0.042909581,0.024711808,0.114048742,1.669813991,1.716038942,0.945551634,0.265361696,5.879180908,7.490160465,0.514082491,7.415332317,6.719813824,8.409060478,488.2560425,-2.429688454,-0.798927128,3.194969893,8.06291008,12.68575764,16.06635666,17.84661102,17.59002304,13.43172359,8.300738335,2.947316408,-1.100792766,593.1949463,424.8000183,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10
"85",385.6700134,0.490834355,0.187265396,0.564557433,0.254700035,0.064983055,0.032570958,0.057849213,0.023409702,0.129506528,1.662319183,1.576061249,1.088230252,0.185643926,5.857288837,6.281482697,0.706491351,6.344767094,5.181892872,7.290446281,480.6222839,-2.223646879,-0.553790569,3.5003829,8.416949272,13.01886272,16.37251472,18.19631004,17.96653938,13.79228878,8.595297813,3.17401123,-0.897402942,584.4491577,411.5999756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
"86",320.8500061,0.573993564,0.147830725,0.661815524,0.169961572,0.054949488,0.042405725,0.046301916,0.011328268,0.147372633,1.680606961,1.280447125,1.35668242,0.290420741,4.585039616,7.403401375,0.618539512,7.379906654,6.561265469,8.437949181,461.8276672,-2.157681942,-0.467496067,3.60440135,8.538079262,13.13928413,16.49805069,18.32605362,18.09436798,13.90214729,8.677392006,3.259632826,-0.82577914,579.6847534,406.6000061,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10
"87",466.1557052,0.513556302,0.15963462,0.602345586,0.207192272,0.065808803,0.040692028,0.061169986,0.015823873,0.138427898,3.072202444,1.800913334,3.255746841,0.232850283,5.860013962,7.197104931,0.623478591,7.203313828,6.11307621,8.244257927,489.4634094,-2.376462698,-0.714968324,3.317687273,8.219491959,12.81457138,16.16867256,17.9861412,17.75683403,13.59226036,8.428649902,3.016582012,-1.06323123,577.1474609,402.3000183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10
"88",858.1486755,0.569132745,0.181667298,0.684515834,0.167692304,0.116914257,0.095308237,0.089966238,0.012906471,0.313598007,3.219112873,1.722736716,3.469859838,0.416468233,5.82106781,6.518701553,0.908013344,6.385181427,5.196359158,8.032752991,556.776001,-2.639229059,-1.156455159,2.745735407,7.475932121,12.12815762,15.4668932,17.19568062,16.96344948,12.91045189,7.953636169,2.675338984,-1.302679062,706.4152832,650.5999756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
"89",814.6164551,0.576250851,0.137456298,0.687455535,0.188346148,0.068851314,0.06519109,0.0455551,0.012985586,0.21287334,3.384284258,1.503746033,3.410234451,0.509588778,5.780061722,7.685894012,0.755047262,7.614757061,6.551326752,8.854961395,566.1942749,-2.645243406,-1.168357134,2.728239536,7.450197697,12.10062885,15.43901157,17.16889,16.93572998,12.88807964,7.940705299,2.660903931,-1.311071634,700.3271484,650.8999634,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"90",603.8639256,0.60204345,0.145003855,0.718061805,0.153899968,0.056585379,0.033745106,0.050109915,0.017171115,0.115309045,4.008252621,1.624951124,4.337845802,0.386649728,6.027841091,7.161477566,0.563824773,7.192141533,6.205826759,7.996723175,577.3530884,-2.680453777,-1.219844341,2.65918541,7.368022919,12.01539135,15.35432243,17.08389854,16.84997368,12.81545258,7.892373085,2.607175112,-1.353444576,695.4729004,647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10
"91",1897.965378,0.550795138,0.120513439,0.664167047,0.156092286,0.068737142,0.048921879,0.058633491,0.00963425,0.152867928,3.048512697,1.625969052,3.080718756,0.523620367,5.657831192,7.312872887,0.546108186,7.336406708,6.32572031,8.15219593,555.8231812,-2.605768204,-1.118897676,2.780535936,7.508757114,12.15177727,15.50265598,17.23701477,16.99111557,12.93635654,7.977693081,2.694802284,-1.273920178,676.715271,633.6999512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"93",288.5,0.556477547,0.192696154,0.666344941,0.195292294,0.042573448,0.032734361,0.033014659,0.008462647,0.106794238,2.866507769,1.908117175,2.549579859,0.225863993,6.0135355,8.04083252,0.696153045,8.144805908,6.635384083,8.949694633,598.15802,-2.684035063,-1.222524405,2.645407438,7.350141525,11.98641396,15.33726025,17.07378387,16.82859421,12.79799461,7.882750034,2.581101656,-1.367523193,645.4373169,598.9000244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10
"94",589.390251,0.505123556,0.163025022,0.595830202,0.169923127,0.045729104,0.024991896,0.04102996,0.015259795,0.092196465,2.535876036,1.240134001,2.603919029,0.884881258,4.378495216,7.867609501,0.45117712,7.797503471,7.300094604,8.814870834,532.3956299,-2.524275541,-0.966472208,2.974275589,7.76418066,12.3940134,15.76200581,17.5215416,17.26596451,13.16418076,8.126626968,2.803305149,-1.198168397,622.784729,539.3000488,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10
"95",417,0.494073093,0.160861552,0.574139118,0.138261557,0.047636021,0.03449123,0.038217541,0.00983752,0.112692654,2.464159012,1.243170142,2.349368095,0.825112522,4.459334373,7.664574623,0.396609902,7.658378601,7.107945442,8.348444939,527.321106,-2.524111509,-0.96216917,2.980043888,7.775650024,12.4032259,15.77279663,17.53228569,17.27812958,13.17339039,8.130727768,2.80437851,-1.200464725,611.3813477,521.4000244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"96",417,0.483268976,0.164944232,0.570101619,0.191192299,0.031803183,0.020903775,0.025950512,0.009601649,0.069559492,3.352617025,1.137978554,3.340255499,1.000760555,5.163928032,8.136299133,0.501711607,8.171736717,7.350775719,8.915348053,521.1602173,-2.513231277,-0.944051087,3.005221605,7.805960655,12.43258667,15.8024292,17.56574631,17.30956841,13.19937897,8.149262428,2.819604635,-1.18966651,605.2796631,512.7999878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"97",766.4057617,0.504564345,0.149882674,0.592372596,0.163423061,0.088906549,0.1079183,0.046846867,0.013752992,0.333786279,2.702181578,1.599389195,2.732577085,0.559345484,5.513032436,7.135262012,0.943523049,7.241608143,5.445809364,8.476922989,519.5440063,-2.509567976,-0.937012613,3.014270067,7.819237232,12.44568062,15.81587601,17.58045387,17.32411194,13.21062183,8.156014442,2.825621605,-1.186331391,599.8203735,502.2999878,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10
"98",438.6588368,0.509279847,0.191382706,0.592302203,0.225623071,0.040437046,0.030355047,0.031338457,0.012843281,0.084225975,2.676607847,1.116427302,2.668871403,0.886481225,5.088526249,8.241433144,0.587052882,8.375851631,7.170873642,8.910388947,513.6883545,-2.495625973,-0.915006936,3.042482376,7.855197906,12.47993469,15.85242939,17.61820602,17.36107254,13.24223137,8.17772007,2.845904112,-1.170475721,596.3135986,492.2000122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10
"99",417,0.487159222,0.154123068,0.576017678,0.227930784,0.025564063,0.01412979,0.022558391,0.007223919,0.052383076,3.46491766,1.717961907,3.898356438,0.415158689,5.757378101,8.602882385,0.471123159,8.536714554,7.896328926,9.469130516,516.4998779,-2.489639282,-0.904821754,3.053635836,7.86844635,12.49374008,15.86638451,17.63365173,17.37517738,13.25406837,8.186632156,2.853389978,-1.165281534,591.1694946,481.6999817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10
"100",417,0.53098166,0.188401908,0.616979361,0.216971993,0.033859465,0.024983251,0.0262964,0.008086791,0.088434249,1.818047762,1.892564178,0.990536153,0.126818135,6.070617676,7.815005779,0.742717445,8.004406929,6.381540775,8.856027603,509.0296021,-2.474084139,-0.878921092,3.087834835,7.915338993,12.54048729,15.91709042,17.68600273,17.42714691,13.29570675,8.212274551,2.879237413,-1.146309495,587.7983398,473.1000061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10
