"","ndvi_mean_years","ndvi_years_range","ndvi_mean_summer","ndvi_summer_range","mean_slope","sd_slope","median_slope","q5_slope","q95_slope","mean_aspect","sd_aspect","median_aspect","q5_aspect","q95_aspect","mean_twi","sd_twi","median_twi","q5_twi","q95_twi","dem1k","tm_1","tm_2","tm_3","tm_4","tm_5","tm_6","tm_7","tm_8","tm_9","tm_10","tm_11","tm_12","rr_mean","rr_range","soil_unit.1","soil_unit.2","soil_unit.3","soil_unit.4","soil_unit.5","soil_unit.6","soil_unit.7","soil_unit.10","landcover.11","landcover.12","landcover.31","landcover.60","landcover.91","landcover.93","landcover.122","landcover.125","landcover.126","lithology.6","lithology.18","DEPTH"
"train_means",0.546149103059701,0.172375711940299,0.638736466014925,0.190697516104478,0.0598949793432836,0.0422672277014925,0.0499960755373134,0.0140745587910448,0.141126429746269,2.88477772735821,1.42988915414925,2.91747107791045,0.624773620507463,5.23913696991045,7.41290887435821,0.642942535298507,7.45375754943284,6.31088695943284,8.373884991,542.36948998209,-2.56911660304478,-1.02885619341791,2.9023665598806,7.68613259473134,12.3178927149254,15.6746267201493,17.4326697392537,17.1899593419403,13.1004467004478,8.08211744365672,2.752138088,-1.24675014480597,641.934240537313,523.811948407463,0.0149253731343284,0.0149253731343284,0.0149253731343284,0.611940298507463,0.0298507462686567,0.298507462686567,0,0.0149253731343284,0.0149253731343284,0,0.0447761194029851,0,0.0597014925373134,0.164179104477612,0.402985074626866,0.0447761194029851,0.26865671641791,0.0447761194029851,0.955223880597015,10
"train_sd",0.0542218600291747,0.0321721988864703,0.0608439211609975,0.0454724463478356,0.0240340213727397,0.0202049489625356,0.0212190097019599,0.007651720179498,0.0666099356743007,0.608305323556681,0.298489190527061,0.78666297171681,0.373752290310906,0.802118586670339,0.695530401211225,0.169189973336891,0.707491947849195,0.806272566900838,0.673322010295456,46.8266077928974,0.13787396095246,0.210709600427469,0.269481830999549,0.342300098524257,0.332546091596257,0.343274329912893,0.367773984455891,0.364285212036188,0.308977569976936,0.212246628263501,0.182823694602021,0.142826176477838,49.3908065533168,89.6864112687083,0.122169444356305,0.122169444356305,0.122169444356305,0.490986140660937,0.171459797720291,0.461056933746349,0,0.122169444356305,0.122169444356305,0,0.208372904428249,0,0.238721151830063,0.37323381758231,0.49419973549339,0.208372904428249,0.446606380562069,0.208372904428249,0.208372904428249,0
