"","DEPTH","ndvi_mean_years","ndvi_years_range","ndvi_mean_summer","ndvi_summer_range","mean_slope","sd_slope","median_slope","q5_slope","q95_slope","mean_aspect","sd_aspect","median_aspect","q5_aspect","q95_aspect","mean_twi","sd_twi","median_twi","q5_twi","q95_twi","dem1k","tm_1","tm_2","tm_3","tm_4","tm_5","tm_6","tm_7","tm_8","tm_9","tm_10","tm_11","tm_12","rr_mean","rr_range","soil_unit.1","soil_unit.3","soil_unit.4","soil_unit.5","soil_unit.6","soil_unit.7","soil_unit.8","soil_unit.11","soil_unit.12","landcover.11","landcover.12","landcover.31","landcover.91","landcover.93","landcover.122","landcover.125","landcover.126","lithology.2","lithology.5","lithology.6","lithology.18","lithology.25"
"train_means",10,0.533236424095238,0.130743962690476,0.622134088761905,0.195333124595238,0.0777683313095238,0.0494768683809524,0.0689715916904762,0.0177884219047619,0.167088328785714,2.70340979811905,1.43962313590476,2.56320718783333,0.740390662261905,5.11880790621429,7.33338904366667,0.692077179714286,7.32375008721429,6.25233143278571,8.4410723847619,302.008148916667,-0.782655118904762,1.36502890364286,5.51311484976191,10.337570077381,14.8214177630952,18.2601422804762,20.0908731280952,19.7250642771429,15.6096907795238,10.4521812710714,4.90262045178571,0.388408322738095,690.321116135714,498.564296171429,0.261904761904762,0.30952380952381,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.119047619047619,0.0238095238095238,0.0238095238095238,0.0238095238095238,0.0476190476190476,0.0476190476190476,0,0.0952380952380952,0.0476190476190476,0.666666666666667,0.0238095238095238,0.0714285714285714,0.380952380952381,0,0.547619047619048,0.0238095238095238,0.0476190476190476
"train_sd",0,0.0680485219119534,0.0347675999950523,0.0768426305388911,0.0575820017483919,0.0618224937620196,0.0285333318274764,0.0623993814741499,0.0192945258017303,0.114393228958874,0.685868883221593,0.37655194142787,0.92091135459823,0.555546767884745,0.831393017452287,1.46386261431066,0.212998205095787,1.52383729823894,1.46056922366593,1.42584085255966,87.1508334553007,0.313570683188154,0.276345575222577,0.324015900462104,0.365146764818407,0.387922035339056,0.400671557640131,0.433975176087412,0.433988513232738,0.368010731641147,0.26597753337391,0.281508621094001,0.339993281955847,50.5809006242909,54.796214576177,0.44500061986933,0.467901138093333,0.297101757186175,0.297101757186175,0.215540268704521,0.327770067561568,0.154303349962092,0.154303349962092,0.154303349962092,0.215540268704521,0.215540268704521,0,0.297101757186175,0.215540268704521,0.477118723613698,0.154303349962092,0.260661180215007,0.49150743499232,0,0.503760538950749,0.154303349962092,0.215540268704521
