"","DEPTH","ndvi_mean_years","ndvi_years_range","ndvi_mean_summer","ndvi_summer_range","mean_slope","sd_slope","median_slope","q5_slope","q95_slope","mean_aspect","sd_aspect","median_aspect","q5_aspect","q95_aspect","mean_twi","sd_twi","median_twi","q5_twi","q95_twi","dem1k","tm_1","tm_2","tm_3","tm_4","tm_5","tm_6","tm_7","tm_8","tm_9","tm_10","tm_11","tm_12","rr_mean","rr_range","soil_unit.3","soil_unit.4","soil_unit.5","soil_unit.6","soil_unit.9","soil_unit.10","landcover.11","landcover.12","landcover.60","landcover.91","landcover.93","landcover.122","landcover.125","landcover.126","landcover.130","lithology.1","lithology.2","lithology.5","lithology.6","lithology.9","lithology.18","lithology.25"
"train_means",10,0.577681158516667,0.1266780133,0.691960093383333,0.173701794483333,0.148330247783333,0.126894537566667,0.109602590466667,0.0222557653166667,0.40444464545,3.05824983126667,1.77652478718333,3.0831299733,0.689105121533333,5.83683947723333,6.58344551315,1.12641679301667,6.5803842784,4.80114341581667,8.29398211665,517.474537656667,-2.66050896636667,0.0727438044,4.58915128311667,9.15960281688333,13.8001674010333,17.3235677081667,19.1239446805,18.6878991286667,14.7623500989833,9.68936322518333,3.61185785926667,-1.78350148401667,993.588435871667,663.303343703333,0.0166666666666667,0.466666666666667,0.116666666666667,0.316666666666667,0.0166666666666667,0.0666666666666667,0.0833333333333333,0,0.0166666666666667,0.133333333333333,0.116666666666667,0.35,0,0.283333333333333,0.0166666666666667,0.283333333333333,0.3,0,0.05,0.0166666666666667,0.2,0.15
"train_sd",0,0.0894932141613609,0.0389506190705733,0.0927734919715096,0.0605120266311861,0.10548038796375,0.0625360099454346,0.11062433356328,0.0435182825335,0.202870408985731,0.641779471165612,0.408805611516726,1.10159395952978,0.526302897638769,0.421302605112769,1.6560927460886,0.610625605219033,1.7885760283829,1.59447267526286,1.87293357013463,155.28430541953,0.321364957622471,0.523107467628882,0.749380896976997,0.884364764628321,0.887025963107275,0.887545915946874,0.854726949730657,0.825597083193766,0.753677870585405,0.597821977746729,0.471876257661396,0.322166981863041,121.486295968813,82.7170218549583,0.129099444873581,0.503097748586463,0.323731771513093,0.469101798307298,0.129099444873581,0.251548874293232,0.278717806785302,0,0.129099444873581,0.342803331800882,0.323731771513093,0.480994731991308,0,0.454419602505485,0.129099444873581,0.454419602505485,0.462124790542445,0,0.219784177651083,0.129099444873581,0.403375587271689,0.360084735790276
