"start_time","run_time","model_name","train_RMSE_sand","train_RMSE_clay","train_RMSE_silt","train_RMSE_mean","train_MAE_sand","train_MAE_clay","train_MAE_silt","train_MAE_mean","val_RMSE_sand","val_RMSE_clay","val_RMSE_silt","val_RMSE_mean","val_MAE_sand","val_MAE_clay","val_MAE_silt","val_MAE_mean","test_RMSE_sand","test_RMSE_clay","test_RMSE_silt","test_RMSE_mean","test_MAE_sand","test_MAE_clay","test_MAE_silt","test_MAE_mean","layers","units","dropout","batch_size","ensemble_runs"
"2022-05-04 10:50:31","3.21 minutes","run_2022-02-03_FNN",11.891,6.131,8.397,8.806,9.843,4.586,7.023,7.151,13.218,7.299,7.157,9.225,11.355,6.083,6.18,7.873,12.807,7.822,7.54,9.39,9.796,5.522,5.941,7.086,4,59,0.16,5,5
