"start_time","run_time","model_name","train_RMSE","train_MAE","cv_or_validation_RMSE","cv_or_validation_MAE","test_RMSE","test_MAE"
"2022-09-26 13:27:13","29.96 minutes","run_2022-09-16_ksat",0.687,0.562,232.148,160.418,366.417,229.516
