rowid,prof7_id,sand,clay,silt,DEPTH,x,y,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32
59,159,27,28,45,10,632000,376000,5.686370396,-2.537810152,-0.771802082,1.568960282,1.013479065,0.05070195,-1.620204407,0.461389841,0.828304643,-0.455459108,0.25605438,-0.368588901,0.153244887,1.216080451,-0.281983952,1.285142624,0.334471182,-0.667350117,-0.356817845,0.180177963,3.792982222,-0.685528602,4.243939665,-0.875123029,1.902200482,-0.886934965,0.048619575,-0.638436085,-0.107947825,-0.488991863,0.157351183,0.364346008
60,160,37,14,49,10,632000,398000,3.330234536,2.221828783,-1.701412273,0.520662032,-0.375381082,0.994938781,1.442345678,0.125507825,-0.289681294,0.240633367,0.033406624,0.040362492,0.029602379,-0.62489544,-0.499201228,-0.136282962,1.073968367,1.789728641,0.885568494,-0.045838094,-0.362098682,-0.246313706,0.193771442,-0.225632407,0.339023608,-0.11705146,0.037840107,-0.154940143,-0.021501083,-0.295195143,0.348263251,-0.138537167
61,161,52,12,36,10,632000,409000,5.605659757,-2.252011621,-1.780242395,0.910352765,0.216488311,-0.129514709,-1.617480987,0.095618108,0.652886037,-0.011611413,-0.296871224,-0.32187934,0.175192898,1.044239194,1.049677533,0.755482432,0.140448862,0.729703536,0.911581553,-0.153962725,0.067342451,-0.257584978,0.364294812,-0.157359084,0.104679856,0.08917619,-0.090896628,-0.032253226,-0.015511058,0.166921047,-0.744470185,-2.439424004
62,162,60,12,28,10,632000,415000,4.953364067,0.028099619,-1.999355129,1.652331012,-0.36155418,1.088767232,-0.045313531,-0.40862634,0.408758317,-0.137185885,-0.242517188,-0.052457819,0.0509144,0.822650518,0.973144595,-0.130883099,0.398865703,0.919182987,0.93353615,1.142097069,0.691571643,-4.089897803,-2.32069998,3.151254908,-1.036925731,-1.31935081,0.214086119,-0.26629019,-0.021917465,-1.951348,-0.511856995,2.727041027
63,163,31,21,48,10,632000,426000,2.978586734,2.069086853,-0.04967739,-2.5629266,2.174255886,1.536875914,-1.424718513,0.076349485,-0.174997147,0.499869551,0.065869614,0.012141159,-0.086622739,-0.064119739,-0.540717534,-1.035735232,-0.247652627,0.865973879,0.138474184,-0.303840478,0.058521965,-0.05230027,0.170506504,-0.119628833,-0.021820743,-0.053700444,-0.027645056,0.007327155,-0.009769135,0.256451882,-0.259499053,-0.083573889
64,164,21,32,47,10,632000,431000,4.243303087,-0.158091455,-0.758617815,0.884998675,0.688165641,-0.498136038,-0.421087184,0.722741529,-0.425396216,0.556279822,0.126544194,-0.26693441,0.146464108,-1.322003274,0.263370208,1.395039447,0.730399461,0.557127261,-0.176653576,-0.574848287,0.448899273,-0.041131086,0.429081167,-0.090737599,-0.279407674,0.023979767,-0.074148114,0.069582504,-0.017892785,0.822799601,-1.580254977,-1.572010168
65,165,15,26,59,10,632000,437000,6.864975421,-3.100830527,-0.763180081,1.302660215,1.273896053,-0.317532336,-0.381893585,0.985999419,0.128711315,-0.022007923,0.32923757,-0.156665345,0.15333876,-0.139644035,-1.589972722,0.799523832,-1.224518932,2.254744892,-0.090873164,0.931174672,1.195649137,-3.845712915,-2.307000728,3.263030847,-1.178172547,-1.298820405,0.154028992,-0.124703649,-0.01392711,-0.833569574,-0.766495225,0.751610427
66,166,34,31,35,10,632000,442000,6.640666618,-4.242974642,-0.88925394,1.725665366,1.439583819,-1.056183876,-0.716990331,0.588496036,0.404243091,0.36550381,0.176400595,-0.438306306,0.176891,-0.177917434,-0.450224112,1.534608314,0.007527992,1.085698983,0.413224474,-0.760529602,1.69131854,-1.239025198,1.653537023,-0.865253468,-2.745111937,6.31762511,-18.4323283,21.28296451,-0.218401854,-3.52514783,3.324982235,1.30113867
67,167,36,21,43,10,632000,448000,4.855133673,-2.133581858,-1.709296177,1.051686755,0.599124796,-0.402875452,-0.931652266,0.140512687,-0.590401992,1.184882337,-0.818556456,-0.229462405,0.212594754,-1.782025514,3.329815387,2.276892148,0.40517635,0.810578277,0.462063846,-0.233934172,0.200007934,-0.235431548,0.346930679,-0.125144301,-0.018110304,0.098467172,-0.103057245,-0.024977411,-0.010790591,0.376199798,-0.636717528,-2.203828909
68,168,11,35,54,10,635000,352000,5.518392269,-1.31198561,-0.131240143,0.622904683,0.800941241,-0.756820988,0.010042868,0.571812732,0.446971676,-0.222588775,0.891794273,-0.462240457,0.070900563,0.282919443,-1.465261781,0.63981301,1.588457389,-1.586235001,0.632580396,-0.586867011,0.241354062,-0.158798578,0.543140271,6.81E-04,-0.487555755,0.068562899,-0.091099624,0.097551967,0.005149422,-0.182001774,-2.612241898,-1.361808949
69,169,14,32,54,10,635000,357000,5.316146013,0.337210907,-1.128833121,-2.591733654,1.413767816,1.680424966,-1.926338664,-0.527670237,-0.518800389,1.207082347,-0.788342974,0.02135943,-0.022819786,-0.564082537,2.530864824,-1.241679796,0.05628612,0.521325794,1.473389394,-0.017399177,-0.276482417,-0.340803039,0.27491321,-0.147389898,0.273564141,-0.003009966,-0.07105404,-0.10692573,-0.011802941,-0.615709095,0.119868714,-0.868721758
70,170,12,27,61,10,635000,363000,4.696129053,0.635947574,-0.105376173,-1.606022415,2.536407561,1.544392587,-2.264920352,0.057509138,0.093320972,0.278246272,-0.097601252,0.065386735,-0.068670661,0.445919583,-0.249077978,-0.798691239,-1.701948916,1.514835884,-0.353603827,0.979703055,1.062157965,-3.803852985,-2.494987255,3.195095641,-1.192750221,-1.365730805,0.198150872,-0.134552839,-0.017273694,-1.023830578,-0.149520366,2.728385897
71,171,13,29,58,10,635000,368000,5.608171724,-2.532322921,-0.717255865,2.001177221,1.016691385,-0.202501342,-2.323842945,0.080039277,1.440201423,-0.849510818,0.243888929,-0.474811651,0.087234309,2.326126321,0.169912226,1.451593368,0.203093322,-1.558276082,-0.184548302,-3.410759187,-1.228611637,0.655070722,-0.12746509,0.009984025,0.116744088,-0.193793862,0.030801429,-0.090697666,-0.01952454,0.16037087,-0.837454381,0.526009482
72,172,23,28,49,10,635000,379000,5.677856839,-3.197110714,-1.221290384,1.794170014,0.65972751,-0.447267528,-1.072517142,0.45284986,-0.587619873,1.011687966,-0.544455882,-0.207997843,0.216518935,-1.642024978,2.493330552,1.55302573,-0.513241878,0.279404465,0.688497504,2.55470535,-0.262689156,3.588269518,0.17374294,0.767292585,-0.83055657,-0.403024543,-0.031768305,0.108117466,0.01052257,-0.095511861,-0.83671296,0.073923709
73,173,11,42,47,10,635000,429000,5.860034981,-0.559385647,-0.118648541,-1.766783664,2.243520544,1.134247112,-1.335368795,0.243097308,-0.626339976,0.928312108,-0.12185997,0.139289361,-0.079656918,-0.943463564,-0.041951292,-1.448915138,-1.9986204,1.086494517,0.204842113,1.157019156,0.804817161,-3.916121807,-2.50988787,3.229374011,-1.091987208,-1.39897773,0.191666147,-0.167852339,-0.011022716,-1.685015562,0.203828126,2.559035299
74,174,24,29,47,10,635000,434000,6.36977893,-2.497801971,-0.585586007,1.5256651,1.209443357,-0.753733092,0.050090778,1.258489568,-0.735072204,0.684787789,0.200737992,-0.073244287,0.146734574,-1.961656017,-0.888305363,1.102035857,-1.624437513,2.087193488,-0.637005049,0.90841021,1.243197607,-3.791132748,-2.384554632,3.227391324,-1.259792378,-1.364194357,0.179960129,-0.099935525,-0.019145485,-0.643374491,-0.533204928,1.088261695
75,175,26,30,44,10,635000,440000,6.084044232,-2.66271548,-1.154022497,2.058297338,1.034770792,-0.311196585,-2.351810816,-0.044907156,1.083641539,-0.358651082,-0.243269102,-0.363693885,0.184704047,1.586062848,1.334156188,1.791018238,-0.233314827,0.207906886,0.4887754,2.367155631,-0.136172061,3.601001048,0.169492294,0.678173044,-0.988182207,-0.337434065,-0.016813282,0.145032736,0.008354318,0.229995627,-1.36906804,0.340181078
76,176,40,23,37,10,635000,451000,5.688095433,-2.014203232,-0.376831547,1.683007235,1.412284447,-0.271315361,-1.421426638,0.625514361,1.16744111,-0.882009513,0.567335689,-0.326449016,0.128655654,1.795784583,-1.874061465,1.082434642,-0.492608937,0.971736007,0.045296459,2.278484788,-0.088646777,3.752622702,0.139534164,0.717461934,-0.986902848,-0.414880429,0.005676752,0.169285097,0.007293528,0.513720721,-1.317063416,0.590646161
77,177,23,26,51,10,638000,354000,5.409220021,-1.644759137,-1.856015045,-3.100899123,-2.469593941,-1.545500268,-0.413701544,0.168117671,0.499306759,-0.232248582,0.184419199,-0.069094866,0.021031311,-0.052735336,0.240254028,0.570859334,1.354618971,0.016911125,0.943845414,0.232400415,-0.507173837,-0.304971629,-0.027983402,-0.165174442,0.236080168,9.02E-04,0.039855205,-0.143641541,-0.001077861,-0.809814265,0.393597485,-0.056028956
78,178,10,43,47,10,638000,360000,5.945954158,-2.629945423,-2.49293808,-2.883480551,-2.72436548,-1.905514065,-0.545218955,0.157236621,0.239943984,0.202259165,-0.306765685,0.086597621,0.039711222,-0.512390971,1.035311454,0.364821413,-0.239147063,0.962342757,1.027291386,0.60429762,-0.737388881,-0.368486251,-0.262408545,-0.221009028,0.544061478,-0.007788275,0.042942915,-0.200695773,-0.004824933,-0.889585888,1.874090542,-0.539070284
79,179,38,19,43,10,638000,382000,4.657120821,-1.581834395,-2.137439751,-2.736480049,-2.488536334,-1.54589517,-1.465077528,-0.107847097,1.286851707,-0.777143699,0.066988613,-0.105347313,0.016581248,1.512575195,0.318541635,0.686397419,0.650193238,0.101078405,0.660441165,0.320372017,-0.468412839,-0.273844756,-0.150233397,-0.21414459,0.248760493,0.041426324,0.043647687,-0.130726861,-0.005037308,-0.544871029,0.720046711,-0.091081684
80,180,24,29,47,10,638000,404000,4.989958374,-1.390970504,-1.659803662,1.075737409,0.322578351,-0.333224415,-1.41391121,0.252946164,0.008901739,0.533082637,-0.487788686,-0.263137374,0.18744283,-0.375740393,1.897317403,1.462810744,0.042056163,0.784977886,0.349101708,-0.193176398,0.17326969,-0.194069616,0.309085052,-0.174965572,0.024564491,0.06449206,-0.079241012,-0.013012421,-0.019747693,0.497128286,-0.624024539,-2.178227697
81,181,56,11,33,10,638000,415000,6.184066248,-2.959221993,-0.749177828,-1.231838233,0.716866326,1.440055474,2.627444458,-2.588545067,-0.433918977,-7.785168581,-4.891240488,-1.627379544,-0.164991782,1.399160008,1.063191551,0.246159024,-2.23793651,-0.385953491,-0.283167322,2.499817326,-0.173010354,3.777253778,0.089301549,0.768396237,-1.092379222,-0.277582157,-0.004518943,0.235990356,0.033148645,-0.044781204,-0.665878585,1.635620624
82,182,23,35,42,10,638000,431000,5.747839131,-2.161502829,-0.895229604,2.190036843,1.118809823,-0.481966929,-2.572886806,0.077724534,1.493643527,-0.855552892,0.173131119,-0.422857651,0.129084002,2.385314461,0.15558067,1.585062539,-0.602762312,-0.133234864,-0.493248365,0.710118981,1.445982753,-3.844267125,-2.260049078,3.2033982,-1.637664107,-1.177964226,0.141021537,-0.027885734,-0.014764357,-0.656886787,-2.062819499,1.392601179
83,183,43,25,32,10,638000,437000,6.888455955,-2.366341419,2.215130113,0.836806214,-1.080282384,-0.652829742,-0.219202825,-0.268995538,0.64165772,0.035883014,-0.381259611,0.073432887,0.052765117,0.884980418,0.046571295,-0.244930594,-2.208869003,1.621830349,0.910005755,1.273833307,0.540079311,-4.153492533,-2.513160493,3.106702453,-0.977927332,-1.329837695,0.172668651,-0.239746692,-0.018358346,-2.131731341,0.482090548,2.316922391
84,184,23,25,52,10,638000,442000,6.968120511,-4.084229487,-0.568157202,1.089908681,1.584970284,-0.284770368,-0.0029217,0.801086999,0.268047634,0.251903303,0.522164457,-0.517601583,0.19903662,-0.335099496,-1.284402872,1.472509668,1.580102948,1.146912975,0.760978696,-0.927687129,1.725709126,-1.248394463,1.871415418,-0.823551528,-2.778443739,6.308754776,-18.43450397,21.26655487,-0.214332546,-3.608111031,2.47518761,1.355577721
85,185,41,21,38,10,638000,453000,6.6638237,-3.005670497,-0.441032498,1.443510335,0.948247018,-0.881414483,0.298559155,1.070897091,-0.880885231,0.887962323,0.20011171,-0.124975383,0.149247937,-2.241471588,-0.346275158,0.65232601,-0.80129786,0.841140264,0.58581434,2.41828812,-0.297654938,3.653470515,0.172019846,0.788274842,-0.844179564,-0.507685583,-0.001862386,0.130020347,0.010763562,-0.15903799,-0.79183267,0.309281656
86,186,14,20,66,10,640000,357000,6.725150623,-3.883521708,-0.832127152,2.089603372,0.74781613,-1.577678018,-0.798546025,0.615838225,-0.113651516,0.636948791,-0.023349757,-0.183594689,0.10197117,-0.916178314,0.691321981,0.968634548,-1.715813825,-1.660654532,-0.361569159,0.589569417,3.444032865,-0.785476964,3.91975384,-0.85962209,1.936149545,-0.90591687,0.045338073,-0.63511024,-0.097425252,-1.172130231,1.454642088,0.397048783
87,187,49,25,26,10,640000,412000,5.866841478,-2.085368725,2.091510982,1.103828253,-1.154364395,-0.310251045,-1.422340701,-0.674874119,1.510420547,-0.556467963,-0.469248669,-0.057241258,0.051926222,2.576659914,0.616642684,0.189086141,-1.475713287,-0.154760635,0.467885671,0.643228508,3.058196996,-0.975582346,3.894615247,-1.09114405,2.278845698,-0.948062727,0.091869265,-0.781820683,-0.115430572,-1.58948867,2.236256624,1.767714134
88,188,33,22,45,10,640000,418000,4.798153104,-0.847948221,-0.351354416,1.785438141,1.404899543,-0.375324442,-1.257735414,0.723696805,0.370639924,-0.192550114,0.375185357,-0.322216457,0.150845883,0.137897014,-0.515282227,1.932647967,-0.12257771,0.490897782,-0.928012378,0.549919539,1.633297374,-3.708916935,-2.19743155,3.288044247,-1.703615312,-1.234930828,0.150149715,0.001836363,-0.013431006,-0.279727911,-2.329279268,1.537485417
89,189,6.75,37.5,55.75,10,640000,429000,6.453376636,-3.152072729,-1.906123022,1.228705862,0.401260116,-0.643865615,-2.229733994,-0.248000232,1.698377635,-0.684342239,-0.226228382,-0.351548181,0.133627793,2.946402561,0.408051249,0.656991096,-0.838602928,0.493948039,1.005195433,0.019451033,-0.103940526,-0.324265922,0.179190925,-0.214179596,0.140158242,0.127782239,-0.078632402,-0.027850131,-0.006522596,-0.080155056,-0.207080179,-2.516629746
90,190,26,32,42,10,640000,434000,5.733784809,-0.930124005,2.498264918,0.25340046,-0.67091264,0.610016413,-0.12847137,0.018988935,0.774108114,-0.457834334,-0.093363832,0.020770834,0.097774117,1.309645957,-1.202513838,0.184769799,-0.823815961,3.117466223,0.581873135,0.972726407,0.821745673,-4.008959897,-2.313206954,3.097295428,-0.940446492,-1.373078744,0.194314476,-0.251033047,-0.028293509,-1.385753528,-0.150470672,2.339774291
91,191,16,45,39,10,640000,440000,6.727967318,-1.56177221,2.332851395,0.164762321,-0.921392591,0.417780077,0.244712968,9.48E-04,0.343408307,0.003557006,-0.251832414,0.053666162,0.106986967,0.484420895,-0.517642195,-0.056819782,-0.799935158,2.775396457,1.055684325,1.084879334,0.666773045,-4.107097565,-2.291170574,3.116005895,-0.869999446,-1.37481999,0.182427606,-0.277946179,-0.024750591,-1.827818887,-0.029425201,2.141448899
92,192,47,19,34,10,640000,445000,5.080158425,-0.829987187,1.612826975,-0.26155555,-1.212000015,0.786513856,-0.959447014,-1.040678773,1.329010743,-0.317963594,-0.795322304,-0.186493987,0.129632281,2.209519026,1.980927209,1.091402259,1.137036469,1.352217022,1.762536091,-0.119522208,-0.406326354,-0.502159037,0.361128825,-0.350023682,0.312754479,0.018496576,-0.033319951,-0.170940319,-0.01244227,-0.682038643,-0.21607111,-0.794526411
93,193,34,10,56,10,640000,451000,5.122452271,-1.340423701,-0.386802978,0.270735621,1.16751433,-0.158023771,0.330739014,0.890989761,0.200530852,-0.159578964,0.706261677,-0.31100952,0.119334673,-0.120181571,-2.140781028,0.919174199,1.020388889,1.102151536,0.406340572,-0.510746149,0.249103409,-0.086189855,0.465721403,-0.05570455,-0.116183939,-0.001265178,-0.062729151,0.028392974,-0.003730917,0.375451383,-1.48784298,-1.857817967
94,194,22,26,52,10,643000,398000,6.73413873,-3.696238743,-0.821239386,1.628237661,1.030565721,-0.914164185,-0.664882333,0.603043391,0.127585748,0.256294083,0.137923694,-0.226096073,0.135787202,-0.305040848,-0.115064207,0.883605835,-1.163146464,0.278683944,0.327625085,0.990521105,1.121467385,-3.934086436,-2.273382296,3.348308803,-1.341268179,-1.241491787,0.121926419,-0.091822305,0.001745037,-1.504269319,-1.252896551,0.736953429
95,195,19,36,45,10,643000,409000,5.81625336,-2.981696883,-1.197079773,2.103689755,0.945574844,-0.922486021,-1.469898339,0.324454181,-0.140668044,0.680971391,-0.443409765,-0.210686103,0.174488855,-0.914841862,2.087440981,1.856363378,-1.225561325,0.34208066,-0.228138397,0.915757813,1.313790151,-3.898983929,-2.313579472,3.284795831,-1.441292286,-1.210124855,0.121023994,-0.074872203,-0.008958659,-0.985652496,-1.202742401,0.941033257
96,196,33,33,34,10,643000,415000,6.976164618,-3.500937117,-0.975483457,1.624639899,0.894966537,-0.683935158,-0.855459986,0.526089403,0.085194849,0.295574224,0.037387443,-0.240370782,0.154019337,-0.284861939,0.295084896,0.872566185,-0.781830891,0.472823837,0.34721114,0.89335013,1.188435278,-3.945893665,-2.209118492,3.311815302,-1.363399014,-1.236050134,0.12218361,-0.094344054,-0.005132367,-1.344735533,-1.477333235,0.789691637
97,197,63,12,25,10,643000,437000,6.425271091,-1.969996309,0.171723267,1.785429052,1.50288285,-1.268254775,-0.426442342,0.884420652,0.501399527,-0.368112687,0.913269681,-0.306598096,0.060700966,0.240890264,-2.19344245,1.048732111,-0.765896773,-0.356384311,-0.640678772,0.639819574,1.38717169,-3.777574211,-2.281915997,3.324330164,-1.762121575,-1.258780755,0.148945996,0.009488624,-0.004157001,-0.952304423,-2.136620218,1.762828405
98,198,44,27,29,10,643000,442000,7.269509075,-2.987347721,-1.349116451,-2.508438279,0.344874609,1.309292899,4.0304661,-2.355069794,-1.046736053,-7.226658961,-4.993366172,-1.48358409,-0.173812268,0.286379807,0.416664629,-0.351306487,-2.251781711,1.138007663,0.152264624,0.070402283,-0.101551976,-0.134350837,0.165839483,-0.11066337,0.117808961,0.140836046,-0.065314512,0.025045574,0.013866183,-0.128402231,0.667746405,-1.243280772
99,199,25,30,45,10,646000,401000,6.073510008,-1.670667334,-0.416858005,-1.696307891,2.357547933,1.27809193,-2.196949416,-0.393020715,0.405788772,0.369758592,-0.29822087,0.034552816,-0.078542367,0.97652412,0.539736008,-1.116744309,-1.277617819,-0.542599149,0.530252736,0.605153293,3.164836134,-0.853027375,3.929305123,-0.893464267,2.282779745,-0.969882021,0.082014528,-0.742146039,-0.090942693,-1.710142174,2.106963424,1.526481978
100,200,20,31,49,10,646000,407000,5.887559957,-3.486815869,-1.314307532,1.961158793,0.980479409,-0.516382788,-1.811571255,0.072910721,0.382596706,0.271612362,-0.407954595,-0.296302403,0.184059587,0.177870454,2.025989024,1.788683452,-0.631473838,0.2559274,0.166493191,0.854150482,1.318709805,-3.94088076,-2.206180454,3.298814468,-1.428705057,-1.17639121,0.109912523,-0.086596594,-0.004301501,-1.138085982,-1.599138554,0.776107033
